"DateTime","realtime_lmp (avg) (ercot)"
"2020-01-02 18:05:22",17.26
"2020-01-02 18:10:17",17.52
"2020-01-02 18:15:18",17.8
"2020-01-02 18:20:18",17.95
"2020-01-02 18:23:28",19.15
"2020-01-02 18:25:18",19.26
"2020-01-02 18:26:43",19.71
"2020-01-02 18:27:40",19.74
"2020-01-02 18:28:16",60
"2020-01-02 18:30:20",33
"2020-01-02 18:31:44",20.73
"2020-01-02 18:35:18",20.08
"2020-01-02 18:40:19",19.42
"2020-01-02 18:45:17",19.19
"2020-01-02 18:50:20",19.18
"2020-01-02 18:55:18",19.77
"2020-01-02 19:00:22",22.32
"2020-01-02 19:05:18",21.43
"2020-01-02 19:10:18",20.08
"2020-01-02 19:15:18",18.7
"2020-01-02 19:20:17",18.41
"2020-01-02 19:25:18",18.09
"2020-01-02 19:30:19",18.08
"2020-01-02 19:35:18",17.89
"2020-01-02 19:40:17",17.95
"2020-01-02 19:45:20",18.07
"2020-01-02 19:50:22",18.08
"2020-01-02 19:55:20",18.08
"2020-01-02 20:00:23",17.8
"2020-01-02 20:05:20",17.55
"2020-01-02 20:10:21",17.47
"2020-01-02 20:15:18",17.36
"2020-01-02 20:20:18",17.27
"2020-01-02 20:25:18",16.98
"2020-01-02 20:30:20",16.84
"2020-01-02 20:35:19",16.63
"2020-01-02 20:40:18",16.52
"2020-01-02 20:45:20",16.37
"2020-01-02 20:50:20",15.91
"2020-01-02 20:55:19",15.43
"2020-01-02 21:00:26",15.2
"2020-01-02 21:05:19",16.16
"2020-01-02 21:10:19",16.03
"2020-01-02 21:15:18",15.64
"2020-01-02 21:20:17",15.23
"2020-01-02 21:25:18",15.43
"2020-01-02 21:30:19",15.84
"2020-01-02 21:35:18",16.17
"2020-01-02 21:40:18",16.41
"2020-01-02 21:45:19",16.27
"2020-01-02 21:50:21",16.24
"2020-01-02 21:55:20",16.35
"2020-01-02 22:00:24",16.55
"2020-01-02 22:05:21",16.77
"2020-01-02 22:10:21",17.25
"2020-01-02 22:15:10",18.66
"2020-01-02 22:15:38",19.16
"2020-01-02 22:16:36",22.04
"2020-01-02 22:19:02",22.45
"2020-01-02 22:20:18",19.3
"2020-01-02 22:25:19",20.07
"2020-01-02 22:30:22",19.74
"2020-01-02 22:35:13",19.19
"2020-01-02 22:40:12",19.19
"2020-01-02 22:45:15",19.19
"2020-01-02 22:50:13",19.19
"2020-01-02 22:55:14",19.17
"2020-01-02 23:00:17",19.18
"2020-01-02 23:05:14",19.43
"2020-01-02 23:10:12",19.7
"2020-01-02 23:15:16",20.07
"2020-01-02 23:20:13",21.61
"2020-01-02 23:25:12",22.7
"2020-01-02 23:30:15",60
"2020-01-02 23:35:13",28.76
"2020-01-02 23:40:14",23.77
"2020-01-02 23:45:14",33
"2020-01-02 23:50:14",75.01
"2020-01-02 23:55:14",75.01
"2020-01-03 00:00:19",22.04
"2020-01-03 00:05:14",20
"2020-01-03 00:10:13",20.11
"2020-01-03 00:15:13",20.1
"2020-01-03 00:20:14",20.61
"2020-01-03 00:25:14",20.11
"2020-01-03 00:30:19",19.72
"2020-01-03 00:35:18",19.77
"2020-01-03 00:40:19",20.09
"2020-01-03 00:45:19",20.08
"2020-01-03 00:50:20",20.08
"2020-01-03 00:55:19",19.62
"2020-01-03 01:00:23",19.21
"2020-01-03 01:05:22",19.2
"2020-01-03 01:10:18",19.17
"2020-01-03 01:15:18",19.29
"2020-01-03 01:20:23",19.27
"2020-01-03 01:25:18",19.22
"2020-01-03 01:30:19",19.17
"2020-01-03 01:35:17",19.08
"2020-01-03 01:40:17",19.06
"2020-01-03 01:45:18",19.19
"2020-01-03 01:50:17",19.19
"2020-01-03 01:55:18",19.18
"2020-01-03 02:00:28",18.15
"2020-01-03 02:05:20",18.67
"2020-01-03 02:10:17",19.31
"2020-01-03 02:15:18",19.44
"2020-01-03 02:20:17",20.59
"2020-01-03 02:25:17",19.64
"2020-01-03 02:30:18",18.68
"2020-01-03 02:35:18",18.46
"2020-01-03 02:40:18",18.08
"2020-01-03 02:45:18",18.11
"2020-01-03 02:50:18",17.85
"2020-01-03 02:55:18",17.91
"2020-01-03 03:00:24",17.8
"2020-01-03 03:05:19",17.6
"2020-01-03 03:10:17",17.51
"2020-01-03 03:15:18",17.84
"2020-01-03 03:20:19",17.66
"2020-01-03 03:25:19",17.5
"2020-01-03 03:30:22",17.61
"2020-01-03 03:35:18",17.36
"2020-01-03 03:40:18",17.24
"2020-01-03 03:45:18",17.15
"2020-01-03 03:50:19",17.16
"2020-01-03 03:55:18",17
"2020-01-03 04:00:24",17.02
"2020-01-03 04:05:21",17.19
"2020-01-03 04:10:19",17.93
"2020-01-03 04:15:20",18.07
"2020-01-03 04:20:18",22.04
"2020-01-03 04:25:21",20.32
"2020-01-03 04:30:20",21.76
"2020-01-03 04:35:18",19.27
"2020-01-03 04:40:18",19.18
"2020-01-03 04:45:20",18.08
"2020-01-03 04:50:21",18.01
"2020-01-03 04:55:20",18.16
"2020-01-03 05:00:29",18.14
"2020-01-03 05:05:20",17.99
"2020-01-03 05:10:19",18.04
"2020-01-03 05:15:20",18.27
"2020-01-03 05:20:19",19.17
"2020-01-03 05:25:18",20.79
"2020-01-03 05:30:20",21.12
"2020-01-03 05:35:19",18.7
"2020-01-03 05:40:18",18.05
"2020-01-03 05:45:18",18.47
"2020-01-03 05:50:18",18.61
"2020-01-03 05:55:19",18.23
"2020-01-03 06:00:30",18.28
"2020-01-03 06:05:21",22.39
"2020-01-03 06:10:17",56.04
"2020-01-03 06:15:19",19.83
"2020-01-03 06:20:21",22.27
"2020-01-03 06:25:23",18.33
"2020-01-03 06:30:22",18.68
"2020-01-03 06:35:19",18.6
"2020-01-03 06:40:21",18.22
"2020-01-03 06:45:21",18.11
"2020-01-03 06:50:21",18.25
"2020-01-03 06:55:24",18.21
"2020-01-03 07:00:30",18.25
"2020-01-03 07:05:22",18.23
"2020-01-03 07:10:20",25.05
"2020-01-03 07:15:20",18.69
"2020-01-03 07:20:19",18.21
"2020-01-03 07:25:18",17.81
"2020-01-03 07:30:14",17.88
"2020-01-03 07:35:14",17.76
"2020-01-03 07:40:13",17.77
"2020-01-03 07:45:15",17.64
"2020-01-03 07:50:15",17.63
"2020-01-03 07:55:17",17.47
"2020-01-03 08:00:19",17.3
"2020-01-03 08:05:14",17.22
"2020-01-03 08:10:13",17
"2020-01-03 08:15:18",16.92
"2020-01-03 08:20:20",16.66
"2020-01-03 08:25:18",16.29
"2020-01-03 08:30:23",16.17
"2020-01-03 08:35:17",15.65
"2020-01-03 08:40:20",15.32
"2020-01-03 08:45:19",14.91
"2020-01-03 08:50:19",14.77
"2020-01-03 08:55:19",14.46
"2020-01-03 09:00:23",14.85
"2020-01-03 09:05:18",14.93
"2020-01-03 09:10:18",14.91
"2020-01-03 09:15:17",14.91
"2020-01-03 09:20:17",15.61
"2020-01-03 09:25:18",15.58
"2020-01-03 09:30:15",15.28
"2020-01-03 09:35:13",15.27
"2020-01-03 09:40:15",14.92
"2020-01-03 09:45:16",14.91
"2020-01-03 09:50:16",15.08
"2020-01-03 09:55:14",15
"2020-01-03 10:00:21",15.04
"2020-01-03 10:05:16",15.11
"2020-01-03 10:10:14",14.95
"2020-01-03 10:15:13",14.78
"2020-01-03 10:20:14",14.79
"2020-01-03 10:25:13",14.91
"2020-01-03 10:30:15",15.03
"2020-01-03 10:35:13",15.24
"2020-01-03 10:40:13",15.12
"2020-01-03 10:45:17",14.9
"2020-01-03 10:50:18",14.79
"2020-01-03 10:55:18",14.08
"2020-01-03 11:00:23",14.38
"2020-01-03 11:05:19",15.38
"2020-01-03 11:10:17",15.98
"2020-01-03 11:15:20",15.33
"2020-01-03 11:20:20",15.28
"2020-01-03 11:25:18",15.53
"2020-01-03 11:30:19",16.97
"2020-01-03 11:35:19",17.35
"2020-01-03 11:40:17",17.14
"2020-01-03 11:45:20",17.01
"2020-01-03 11:50:19",16.35
"2020-01-03 11:55:20",15.22
"2020-01-03 12:00:22",15.17
"2020-01-03 12:05:23",16.58
"2020-01-03 12:10:19",17.02
"2020-01-03 12:15:19",16.79
"2020-01-03 12:20:17",16.47
"2020-01-03 12:25:19",16.41
"2020-01-03 12:30:17",16.25
"2020-01-03 12:35:17",16.1
"2020-01-03 12:40:17",15.8
"2020-01-03 12:45:18",15.63
"2020-01-03 12:50:20",15.07
"2020-01-03 12:55:17",14.89
"2020-01-03 13:00:24",15
"2020-01-03 13:05:22",15.38
"2020-01-03 13:10:20",15.27
"2020-01-03 13:15:18",15.7
"2020-01-03 13:20:19",15.77
"2020-01-03 13:25:17",15.65
"2020-01-03 13:30:20",15.5
"2020-01-03 13:35:22",15.54
"2020-01-03 13:40:17",15.75
"2020-01-03 13:45:21",15.64
"2020-01-03 13:50:17",15.83
"2020-01-03 13:55:21",15.85
"2020-01-03 14:00:22",15.69
"2020-01-03 14:05:19",15.86
"2020-01-03 14:10:18",15.91
"2020-01-03 14:15:18",15.9
"2020-01-03 14:20:19",15.93
"2020-01-03 14:25:19",16.06
"2020-01-03 14:30:19",15.91
"2020-01-03 14:35:19",15.62
"2020-01-03 14:40:19",15.68
"2020-01-03 14:45:19",15.47
"2020-01-03 14:50:20",15.21
"2020-01-03 14:55:19",15.15
"2020-01-03 15:00:21",14.71
"2020-01-03 15:05:20",14.67
"2020-01-03 15:10:18",14.37
"2020-01-03 15:15:19",14.25
"2020-01-03 15:20:18",14.45
"2020-01-03 15:25:18",14.65
"2020-01-03 15:30:22",14.76
"2020-01-03 15:35:19",14.82
"2020-01-03 15:40:18",14.8
"2020-01-03 15:45:18",14.68
"2020-01-03 15:50:20",14.92
"2020-01-03 15:55:21",14.84
"2020-01-03 16:00:22",14.69
"2020-01-03 16:05:18",14.6
"2020-01-03 16:10:20",13.98
"2020-01-03 16:15:18",13.56
"2020-01-03 16:20:26",13.36
"2020-01-03 16:25:17",13.53
"2020-01-03 16:30:19",13.21
"2020-01-03 16:35:17",12.81
"2020-01-03 16:40:17",12.85
"2020-01-03 16:45:19",13.37
"2020-01-03 16:50:22",13.53
"2020-01-03 16:55:30",13.35
"2020-01-03 17:00:23",12.99
"2020-01-03 17:05:20",13.03
"2020-01-03 17:10:20",13.11
"2020-01-03 17:15:17",12.92
"2020-01-03 17:20:18",13.23
"2020-01-03 17:25:16",13.18
"2020-01-03 17:30:27",12.92
"2020-01-03 17:35:18",12.85
"2020-01-03 17:40:17",12.71
"2020-01-03 17:45:20",11.88
"2020-01-03 17:50:19",12.08
"2020-01-03 17:55:20",12.3
"2020-01-03 18:00:25",12.55
"2020-01-03 18:05:20",12.49
"2020-01-03 18:10:19",11.96
"2020-01-03 18:15:20",12.75
"2020-01-03 18:16:45",12.79
"2020-01-03 18:20:19",13.1
"2020-01-03 18:25:21",13.18
"2020-01-03 18:30:19",13.5
"2020-01-03 18:35:21",13.54
"2020-01-03 18:40:17",13.61
"2020-01-03 18:45:17",13.36
"2020-01-03 18:50:21",13.08
"2020-01-03 18:55:23",12.72
"2020-01-03 19:00:25",12.72
"2020-01-03 19:05:22",11.89
"2020-01-03 19:10:18",11.79
"2020-01-03 19:15:18",11.69
"2020-01-03 19:20:22",11.88
"2020-01-03 19:25:17",11.88
"2020-01-03 19:30:18",12.67
"2020-01-03 19:35:20",12.63
"2020-01-03 19:40:18",12.48
"2020-01-03 19:45:19",12.53
"2020-01-03 19:50:17",12.95
"2020-01-03 19:55:19",13.14
"2020-01-03 20:00:26",13.22
"2020-01-03 20:05:18",13.08
"2020-01-03 20:10:18",13.26
"2020-01-03 20:15:21",13.54
"2020-01-03 20:20:20",13.75
"2020-01-03 20:25:17",13.61
"2020-01-03 20:30:24",13.51
"2020-01-03 20:35:21",13.16
"2020-01-03 20:40:19",13.45
"2020-01-03 20:45:21",13.67
"2020-01-03 20:50:20",13.76
"2020-01-03 20:55:20",14.12
"2020-01-03 21:00:28",13.95
"2020-01-03 21:05:20",13.74
"2020-01-03 21:10:19",13.89
"2020-01-03 21:15:18",14.44
"2020-01-03 21:20:19",14.76
"2020-01-03 21:25:18",14.41
"2020-01-03 21:30:21",14.29
"2020-01-03 21:35:19",14.52
"2020-01-03 21:40:18",14.88
"2020-01-03 21:45:20",14.89
"2020-01-03 21:50:18",14.75
"2020-01-03 21:55:18",14.61
"2020-01-03 22:00:26",14.44
"2020-01-03 22:05:19",14.29
"2020-01-03 22:10:22",14.02
"2020-01-03 22:15:20",13.81
"2020-01-03 22:20:19",13.81
"2020-01-03 22:25:19",14.57
"2020-01-03 22:30:20",14.81
"2020-01-03 22:35:19",14.73
"2020-01-03 22:40:20",14.64
"2020-01-03 22:45:19",14.87
"2020-01-03 22:50:21",14.97
"2020-01-03 22:55:22",15.16
"2020-01-03 23:00:23",15.5
"2020-01-03 23:05:18",16.88
"2020-01-03 23:10:18",17.36
"2020-01-03 23:15:20",17.33
"2020-01-03 23:20:18",18.3
"2020-01-03 23:25:18",19.34
"2020-01-03 23:30:18",18.92
"2020-01-03 23:35:18",21.58
"2020-01-03 23:40:18",21.29
"2020-01-03 23:45:18",21.31
"2020-01-03 23:50:18",24.16
"2020-01-03 23:55:19",20.79
"2020-01-04 00:00:26",18.8
"2020-01-04 00:05:22",18.75
"2020-01-04 00:10:20",18.66
"2020-01-04 00:15:22",18.65
"2020-01-04 00:20:18",18.71
"2020-01-04 00:25:20",19.07
"2020-01-04 00:30:21",18.94
"2020-01-04 00:35:21",19.01
"2020-01-04 00:40:19",19.09
"2020-01-04 00:45:18",20.49
"2020-01-04 00:50:19",19.53
"2020-01-04 00:55:20",19.13
"2020-01-04 01:00:25",18.68
"2020-01-04 01:05:20",17.89
"2020-01-04 01:10:18",17.9
"2020-01-04 01:15:17",18.31
"2020-01-04 01:20:27",18.48
"2020-01-04 01:25:19",18.23
"2020-01-04 01:30:20",18.07
"2020-01-04 01:35:18",18.21
"2020-01-04 01:40:18",17.99
"2020-01-04 01:45:17",17.93
"2020-01-04 01:50:20",18.05
"2020-01-04 01:55:21",18.99
"2020-01-04 02:00:26",18.35
"2020-01-04 02:05:18",18.49
"2020-01-04 02:10:21",18.54
"2020-01-04 02:15:22",18.23
"2020-01-04 02:20:22",18.13
"2020-01-04 02:25:19",18.23
"2020-01-04 02:30:20",18.16
"2020-01-04 02:35:17",18.2
"2020-01-04 02:40:18",17.49
"2020-01-04 02:45:19",18.23
"2020-01-04 02:50:19",17.69
"2020-01-04 02:55:20",17.55
"2020-01-04 03:00:24",17.44
"2020-01-04 03:05:20",17.56
"2020-01-04 03:10:17",17.41
"2020-01-04 03:15:18",17.36
"2020-01-04 03:20:17",17.22
"2020-01-04 03:25:18",16.98
"2020-01-04 03:30:18",17.17
"2020-01-04 03:35:18",17.29
"2020-01-04 03:40:18",17.2
"2020-01-04 03:45:19",16.93
"2020-01-04 03:50:18",17.6
"2020-01-04 03:55:19",16.91
"2020-01-04 04:00:25",16.94
"2020-01-04 04:05:22",16.84
"2020-01-04 04:10:21",16.82
"2020-01-04 04:15:20",16.68
"2020-01-04 04:20:21",16.78
"2020-01-04 04:25:21",16.16
"2020-01-04 04:30:20",16.65
"2020-01-04 04:35:20",16.65
"2020-01-04 04:40:19",16.62
"2020-01-04 04:45:19",16.01
"2020-01-04 04:50:20",16.76
"2020-01-04 04:55:19",16.89
"2020-01-04 05:00:27",17.32
"2020-01-04 05:05:20",17
"2020-01-04 05:10:18",18.91
"2020-01-04 05:12:42",17.62
"2020-01-04 05:15:19",18.98
"2020-01-04 05:20:18",17.46
"2020-01-04 05:25:19",17.12
"2020-01-04 05:30:19",17.14
"2020-01-04 05:35:18",17.12
"2020-01-04 05:40:19",17.71
"2020-01-04 05:45:18",17.79
"2020-01-04 05:50:18",17.95
"2020-01-04 05:55:19",17.95
"2020-01-04 06:00:29",17.94
"2020-01-04 06:05:23",17.87
"2020-01-04 06:10:19",17.88
"2020-01-04 06:15:21",18.05
"2020-01-04 06:20:19",17.96
"2020-01-04 06:25:19",17.82
"2020-01-04 06:30:21",17.88
"2020-01-04 06:35:17",17.86
"2020-01-04 06:40:21",17.55
"2020-01-04 06:45:20",17.4
"2020-01-04 06:50:22",17.1
"2020-01-04 06:55:22",17.06
"2020-01-04 07:00:28",17
"2020-01-04 07:05:19",16.89
"2020-01-04 07:10:18",16.94
"2020-01-04 07:15:20",16.99
"2020-01-04 07:20:20",16.76
"2020-01-04 07:25:18",16.72
"2020-01-04 07:30:18",16.67
"2020-01-04 07:35:18",16.61
"2020-01-04 07:40:18",16.52
"2020-01-04 07:45:18",16.34
"2020-01-04 07:50:18",15.7
"2020-01-04 07:55:20",15.64
"2020-01-04 08:00:25",16.07
"2020-01-04 08:05:20",15.99
"2020-01-04 08:10:19",16.3
"2020-01-04 08:15:18",16.41
"2020-01-04 08:20:18",16.39
"2020-01-04 08:25:17",16.56
"2020-01-04 08:30:20",16.56
"2020-01-04 08:35:20",16.45
"2020-01-04 08:40:19",16.28
"2020-01-04 08:45:18",16.1
"2020-01-04 08:50:19",15.8
"2020-01-04 08:55:22",15.3
"2020-01-04 09:00:27",15.35
"2020-01-04 09:05:20",15.38
"2020-01-04 09:10:18",15.79
"2020-01-04 09:15:20",15.52
"2020-01-04 09:20:19",15.57
"2020-01-04 09:25:18",14.89
"2020-01-04 09:30:21",14.97
"2020-01-04 09:35:19",15.07
"2020-01-04 09:40:19",15.09
"2020-01-04 09:45:21",15.23
"2020-01-04 09:50:22",15.16
"2020-01-04 09:55:19",15.21
"2020-01-04 10:00:24",15.17
"2020-01-04 10:05:24",15.32
"2020-01-04 10:10:21",15.35
"2020-01-04 10:15:18",15.42
"2020-01-04 10:20:17",15.22
"2020-01-04 10:25:21",15.78
"2020-01-04 10:30:22",15.83
"2020-01-04 10:35:19",15.7
"2020-01-04 10:40:17",15.77
"2020-01-04 10:45:17",15.81
"2020-01-04 10:50:19",15.63
"2020-01-04 10:55:20",17.06
"2020-01-04 11:00:22",17.29
"2020-01-04 11:05:20",18.66
"2020-01-04 11:10:17",18.77
"2020-01-04 11:15:18",18.33
"2020-01-04 11:20:24",18.49
"2020-01-04 11:25:17",18.67
"2020-01-04 11:30:22",18.69
"2020-01-04 11:35:18",18.43
"2020-01-04 11:40:17",18.48
