"DateTime","actual_load_miso (sum) (miso)"
"2020-01-12 10:00:00",74797.77
"2020-01-12 11:00:00",76058.45
"2020-01-12 12:00:00",76076.63
"2020-01-12 13:00:00",75689.02
"2020-01-12 14:00:00",75170.92
"2020-01-12 15:00:00",74408.58
"2020-01-12 16:00:00",74039.09
"2020-01-12 17:00:00",74479.08
"2020-01-12 18:00:00",76780.5
"2020-01-12 19:00:00",79765.82
"2020-01-12 20:00:00",80041.76
"2020-01-12 21:00:00",79056.48
"2020-01-12 22:00:00",77034.6
"2020-01-12 23:00:00",74630.96
"2020-01-13 00:00:00",71388.34
"2020-01-13 01:00:00",68761.33
"2020-01-13 02:00:00",67224.9
"2020-01-13 03:00:00",66207.04
"2020-01-13 04:00:00",65989.34
"2020-01-13 05:00:00",66765.92
"2020-01-13 06:00:00",69092
"2020-01-13 07:00:00",73981.68
"2020-01-13 08:00:00",79799.15
"2020-01-13 09:00:00",82223.14
"2020-01-13 10:00:00",81878.29
"2020-01-13 11:00:00",81838.24
"2020-01-13 12:00:00",81526.86
"2020-01-13 13:00:00",80874.17
"2020-01-13 14:00:00",80376.29
"2020-01-13 15:00:00",79693.82
"2020-01-13 16:00:00",78856.69
"2020-01-13 17:00:00",78733.3
"2020-01-13 18:00:00",80240.31
"2020-01-13 19:00:00",83174.47
"2020-01-13 20:00:00",83149.88
"2020-01-13 21:00:00",81290.13
"2020-01-13 22:00:00",78967.47
"2020-01-13 23:00:00",75960.6
"2020-01-14 00:00:00",72213.31
"2020-01-14 01:00:00",69470.07
"2020-01-14 02:00:00",67246.68
"2020-01-14 03:00:00",65767.42
"2020-01-14 04:00:00",65460.67
"2020-01-14 05:00:00",65727.47
"2020-01-14 06:00:00",67925.71
"2020-01-14 07:00:00",72107.9
"2020-01-14 08:00:00",77648.75
"2020-01-14 09:00:00",79641.78
"2020-01-14 10:00:00",79221.81
"2020-01-14 11:00:00",79034.93
"2020-01-14 12:00:00",78675.1
"2020-01-14 13:00:00",78134.36
"2020-01-14 14:00:00",77580.29
"2020-01-14 15:00:00",76807.86
"2020-01-14 16:00:00",75947.44
"2020-01-14 17:00:00",75887.67
"2020-01-14 18:00:00",77388.57
"2020-01-14 19:00:00",80487.78
"2020-01-14 20:00:00",81041.34
"2020-01-14 21:00:00",79911.73
"2020-01-14 22:00:00",77908.86
"2020-01-14 23:00:00",74897.69
"2020-01-15 00:00:00",71316.72
"2020-01-15 01:00:00",68314.29
"2020-01-15 02:00:00",66212.3
"2020-01-15 03:00:00",65215.8
"2020-01-15 04:00:00",64653.17
"2020-01-15 05:00:00",64900.9
"2020-01-15 06:00:00",66634.69
"2020-01-15 07:00:00",71081.37
"2020-01-15 08:00:00",76347.61
"2020-01-15 09:00:00",78124.62
"2020-01-15 10:00:00",78018.04
"2020-01-15 11:00:00",78169.06
"2020-01-15 12:00:00",78320.64
"2020-01-15 13:00:00",78056.99
"2020-01-15 14:00:00",77690.83
"2020-01-15 15:00:00",77386.28
"2020-01-15 16:00:00",77119.05
"2020-01-15 17:00:00",77369.02
"2020-01-15 18:00:00",78796.1
"2020-01-15 19:00:00",81281.48
"2020-01-15 20:00:00",81773.04
"2020-01-15 21:00:00",80569.63
"2020-01-15 22:00:00",79070.61
"2020-01-15 23:00:00",76261.85
"2020-01-16 00:00:00",72784.98
"2020-01-16 01:00:00",70099.49
"2020-01-16 02:00:00",68470.82
"2020-01-16 03:00:00",67512.54
"2020-01-16 04:00:00",67100.8
"2020-01-16 05:00:00",67994.18
"2020-01-16 06:00:00",70314.39
"2020-01-16 07:00:00",75102.91
"2020-01-16 08:00:00",80866.17
"2020-01-16 09:00:00",83443.06
"2020-01-16 10:00:00",83285.31
"2020-01-16 11:00:00",82865.13
"2020-01-16 12:00:00",82433.32
"2020-01-16 13:00:00",81830.51
"2020-01-16 14:00:00",81251.34
"2020-01-16 15:00:00",80867.32
"2020-01-16 16:00:00",80588.59
"2020-01-16 17:00:00",80893.26
"2020-01-16 18:00:00",82513.39
"2020-01-16 19:00:00",85720.06
"2020-01-16 20:00:00",86293.99
"2020-01-16 21:00:00",85428.33
"2020-01-16 22:00:00",83762.78
"2020-01-16 23:00:00",81008.29
"2020-01-17 00:00:00",77804.09
"2020-01-17 01:00:00",74900.02
"2020-01-17 02:00:00",72918.1
"2020-01-17 03:00:00",72027.62
"2020-01-17 04:00:00",71622.55
"2020-01-17 05:00:00",72020.2
"2020-01-17 06:00:00",74020.19
"2020-01-17 07:00:00",78294.74
"2020-01-17 08:00:00",83523.23
"2020-01-17 09:00:00",85511.04
"2020-01-17 10:00:00",85445.94
"2020-01-17 11:00:00",85523.51
"2020-01-17 12:00:00",85062.91
"2020-01-17 13:00:00",84214.15
"2020-01-17 14:00:00",83650
"2020-01-17 15:00:00",82995.23
"2020-01-17 16:00:00",82030.81
"2020-01-17 17:00:00",81625.48
"2020-01-17 18:00:00",82542.78
"2020-01-17 19:00:00",84231.69
"2020-01-17 20:00:00",83209.72
"2020-01-17 21:00:00",81304.21
"2020-01-17 22:00:00",79200.45
"2020-01-17 23:00:00",76348.96
"2020-01-18 00:00:00",73006.43
"2020-01-18 01:00:00",69956
"2020-01-18 02:00:00",67733.78
"2020-01-18 03:00:00",66251.79
"2020-01-18 04:00:00",65367.16
"2020-01-18 05:00:00",65120.08
"2020-01-18 06:00:00",65412.28
"2020-01-18 07:00:00",66766.31
"2020-01-18 08:00:00",68579.43
"2020-01-18 09:00:00",70462.36
"2020-01-18 10:00:00",72408.45
"2020-01-18 11:00:00",74023.92
"2020-01-18 12:00:00",74987.49
"2020-01-18 13:00:00",75215.11
"2020-01-18 14:00:00",74810.9
"2020-01-18 15:00:00",74241.4
"2020-01-18 16:00:00",73869.41
"2020-01-18 17:00:00",74138.48
"2020-01-18 18:00:00",76007.31
"2020-01-18 19:00:00",79063.86
"2020-01-18 20:00:00",79398.73
"2020-01-18 21:00:00",78657.94
"2020-01-18 22:00:00",77629.22
"2020-01-18 23:00:00",75824.5
"2020-01-19 00:00:00",73729.14
"2020-01-19 01:00:00",71713.08
"2020-01-19 02:00:00",70480.72
"2020-01-19 03:00:00",69828.29
"2020-01-19 04:00:00",69543.24
"2020-01-19 05:00:00",69899.58
"2020-01-19 06:00:00",70796.63
"2020-01-19 07:00:00",72670.2
"2020-01-19 08:00:00",75243.92
"2020-01-19 09:00:00",77778.18
"2020-01-19 10:00:00",79948.77
"2020-01-19 11:00:00",80705.46
"2020-01-19 12:00:00",80358.59
"2020-01-19 13:00:00",79577.54
"2020-01-19 14:00:00",78977.93
"2020-01-19 15:00:00",78174.07
"2020-01-19 16:00:00",77746.27
"2020-01-19 17:00:00",78094.71
"2020-01-19 18:00:00",80281.56
"2020-01-19 19:00:00",84369.97
"2020-01-19 20:00:00",85275.23
"2020-01-19 21:00:00",84880.82
"2020-01-19 22:00:00",83452.26
"2020-01-19 23:00:00",81372.86
"2020-01-20 00:00:00",78664.75
"2020-01-20 01:00:00",76824.62
"2020-01-20 02:00:00",75663.4
"2020-01-20 03:00:00",75202.26
"2020-01-20 04:00:00",75227.75
"2020-01-20 05:00:00",76140.55
"2020-01-20 06:00:00",78452.82
"2020-01-20 07:00:00",82652.03
"2020-01-20 08:00:00",87714.86
"2020-01-20 09:00:00",90394.07
"2020-01-20 10:00:00",91059.43
"2020-01-20 11:00:00",90595.65
"2020-01-20 12:00:00",89349.99
"2020-01-20 13:00:00",87623.62
"2020-01-20 14:00:00",85970.2
"2020-01-20 15:00:00",84667.9
"2020-01-20 16:00:00",83666.37
"2020-01-20 17:00:00",83567.62
"2020-01-20 18:00:00",85462.71
"2020-01-20 19:00:00",89163.86
"2020-01-20 20:00:00",90799.49
"2020-01-20 21:00:00",90168.44
"2020-01-20 22:00:00",88449.21
"2020-01-20 23:00:00",85683.69
"2020-01-21 00:00:00",82274.59
"2020-01-21 01:00:00",79852.8
"2020-01-21 02:00:00",78222.86
"2020-01-21 03:00:00",77772.22
"2020-01-21 04:00:00",77809.76
"2020-01-21 05:00:00",78629.58
"2020-01-21 06:00:00",81141.93
"2020-01-21 07:00:00",86433.54
"2020-01-21 08:00:00",92352.58
"2020-01-21 09:00:00",93941.91
"2020-01-21 10:00:00",92647.4
"2020-01-21 11:00:00",90868.65
"2020-01-21 12:00:00",88781.7
"2020-01-21 13:00:00",86664.69
"2020-01-21 14:00:00",84745.62
"2020-01-21 15:00:00",83141.5
"2020-01-21 16:00:00",81837.64
"2020-01-21 17:00:00",81614.36
"2020-01-21 18:00:00",83881.28
"2020-01-21 19:00:00",88360.6
"2020-01-21 20:00:00",90021.36
"2020-01-21 21:00:00",89443.82
"2020-01-21 22:00:00",87900.6
"2020-01-21 23:00:00",84824.74
"2020-01-22 00:00:00",81107.38
"2020-01-22 01:00:00",78638.65
"2020-01-22 02:00:00",76747.2
"2020-01-22 03:00:00",75873.13
"2020-01-22 04:00:00",75618.33
"2020-01-22 05:00:00",76218.35
"2020-01-22 06:00:00",78661.38
"2020-01-22 07:00:00",83493.22
"2020-01-22 08:00:00",89164.48
"2020-01-22 09:00:00",90754.18
"2020-01-22 10:00:00",90045.26
"2020-01-22 11:00:00",88742.07
"2020-01-22 12:00:00",86993.88
"2020-01-22 13:00:00",85619.26
"2020-01-22 14:00:00",84686.12
"2020-01-22 15:00:00",83978.82
"2020-01-22 16:00:00",83051.81
"2020-01-22 17:00:00",83349.97
"2020-01-22 18:00:00",84903.44
"2020-01-22 19:00:00",88053.23
"2020-01-22 20:00:00",88286.93
"2020-01-22 21:00:00",86798.49
"2020-01-22 22:00:00",84603.08
"2020-01-22 23:00:00",80925.82
"2020-01-23 00:00:00",76926.58
"2020-01-23 01:00:00",73706.1
"2020-01-23 02:00:00",71676.14
"2020-01-23 03:00:00",70460.21
"2020-01-23 04:00:00",69978.96
"2020-01-23 05:00:00",70569.59
"2020-01-23 06:00:00",72819.1
"2020-01-23 07:00:00",77314.42
"2020-01-23 08:00:00",82886.19
"2020-01-23 09:00:00",84580.76
"2020-01-23 10:00:00",84108.25
"2020-01-23 11:00:00",83990.11
"2020-01-23 12:00:00",83491.39
"2020-01-23 13:00:00",82519.47
"2020-01-23 14:00:00",81806.4
"2020-01-23 15:00:00",80718.15
"2020-01-23 16:00:00",80018.94
"2020-01-23 17:00:00",79777.63
"2020-01-23 18:00:00",80904.2
"2020-01-23 19:00:00",83296.19
"2020-01-23 20:00:00",83568.83
"2020-01-23 21:00:00",82605.03
"2020-01-23 22:00:00",80747.59
"2020-01-23 23:00:00",77537.72
"2020-01-24 00:00:00",73786.19
"2020-01-24 01:00:00",70790.01
"2020-01-24 02:00:00",69025.61
"2020-01-24 03:00:00",68166.85
"2020-01-24 04:00:00",67935.06
"2020-01-24 05:00:00",68226.59
"2020-01-24 06:00:00",70395.67
"2020-01-24 07:00:00",74979.21
"2020-01-24 08:00:00",80641.87
"2020-01-24 09:00:00",82827.17
"2020-01-24 10:00:00",82588.86
"2020-01-24 11:00:00",82045.44
"2020-01-24 12:00:00",81435.6
"2020-01-24 13:00:00",80201.38
"2020-01-24 14:00:00",79305.59
"2020-01-24 15:00:00",78561.46
"2020-01-24 16:00:00",77865.23
"2020-01-24 17:00:00",77581.22
"2020-01-24 18:00:00",78593.13
"2020-01-24 19:00:00",80345.85
"2020-01-24 20:00:00",80609.64
"2020-01-24 21:00:00",79435.51
"2020-01-24 22:00:00",77976.82
"2020-01-24 23:00:00",75863.98
"2020-01-25 00:00:00",73072.83
"2020-01-25 01:00:00",70366.4
"2020-01-25 02:00:00",68590.33
"2020-01-25 03:00:00",67678.96
"2020-01-25 04:00:00",67394.37
"2020-01-25 05:00:00",67735.29
"2020-01-25 06:00:00",68746.01
"2020-01-25 07:00:00",70930.2
"2020-01-25 08:00:00",73848.24
"2020-01-25 09:00:00",76406.13
"2020-01-25 10:00:00",77892.71
"2020-01-25 11:00:00",77870.44
"2020-01-25 12:00:00",76957.63
"2020-01-25 13:00:00",75832.19
"2020-01-25 14:00:00",74206.24
"2020-01-25 15:00:00",72892.85
"2020-01-25 16:00:00",72053.98
"2020-01-25 17:00:00",72180.97
"2020-01-25 18:00:00",73301.37
"2020-01-25 19:00:00",76038.28
"2020-01-25 20:00:00",76661.28
"2020-01-25 21:00:00",75801.52
"2020-01-25 22:00:00",74456.39
"2020-01-25 23:00:00",72422.82
"2020-01-26 00:00:00",69818.03
"2020-01-26 01:00:00",67503.98
"2020-01-26 02:00:00",65640.09
"2020-01-26 03:00:00",64601.62
"2020-01-26 04:00:00",63904.46
"2020-01-26 05:00:00",63926.94
"2020-01-26 06:00:00",64385.21
"2020-01-26 07:00:00",65807.18
"2020-01-26 08:00:00",67910.96
"2020-01-26 09:00:00",70107.57
"2020-01-26 10:00:00",71927.13
"2020-01-26 11:00:00",72569.25
"2020-01-26 12:00:00",72500.18
"2020-01-26 13:00:00",72098.8
"2020-01-26 14:00:00",71629.06
"2020-01-26 15:00:00",70918.29
"2020-01-26 16:00:00",70236.61
"2020-01-26 17:00:00",70882.52
"2020-01-26 18:00:00",72917.43
"2020-01-26 19:00:00",76633.67
"2020-01-26 20:00:00",77630.43
"2020-01-26 21:00:00",76800.19
"2020-01-26 22:00:00",74968.65
"2020-01-26 23:00:00",72340.81
"2020-01-27 00:00:00",69537.12
"2020-01-27 01:00:00",67237.84
"2020-01-27 02:00:00",65800.11
"2020-01-27 03:00:00",65211.99
"2020-01-27 04:00:00",65363.77
"2020-01-27 05:00:00",66125.59
"2020-01-27 06:00:00",68738.1
"2020-01-27 07:00:00",73951.94
"2020-01-27 08:00:00",79818.83
"2020-01-27 09:00:00",82041.9
"2020-01-27 10:00:00",81896.52
"2020-01-27 11:00:00",81879.88
"2020-01-27 12:00:00",81481.43
"2020-01-27 13:00:00",80812.08
"2020-01-27 14:00:00",80266.27
"2020-01-27 15:00:00",79476.25
"2020-01-27 16:00:00",78661.1
"2020-01-27 17:00:00",78496.75
"2020-01-27 18:00:00",79527.95
"2020-01-27 19:00:00",82327.3
"2020-01-27 20:00:00",83603.29
"2020-01-27 21:00:00",82636.01
"2020-01-27 22:00:00",80740.98
"2020-01-27 23:00:00",77740.77
"2020-01-28 00:00:00",74124.01
"2020-01-28 01:00:00",71498.13
"2020-01-28 02:00:00",69915.06
"2020-01-28 03:00:00",69164.06
"2020-01-28 04:00:00",69112.76
"2020-01-28 05:00:00",69774.4
"2020-01-28 06:00:00",72063.87
"2020-01-28 07:00:00",77158.29
"2020-01-28 08:00:00",83010.2
"2020-01-28 09:00:00",84773.96
"2020-01-28 10:00:00",84306.03
"2020-01-28 11:00:00",83614.85
"2020-01-28 12:00:00",82937.38
"2020-01-28 13:00:00",81867
"2020-01-28 14:00:00",81126.35
"2020-01-28 15:00:00",80615.32
"2020-01-28 16:00:00",80156.23
"2020-01-28 17:00:00",80048.92
"2020-01-28 18:00:00",81124.03
"2020-01-28 19:00:00",83780.3
"2020-01-28 20:00:00",84488
"2020-01-28 21:00:00",83318.56
"2020-01-28 22:00:00",81462.77
"2020-01-28 23:00:00",78329.2
"2020-01-29 00:00:00",74440.46
"2020-01-29 01:00:00",71424.98
"2020-01-29 02:00:00",69616.2
"2020-01-29 03:00:00",68557.48
"2020-01-29 04:00:00",68121.36
"2020-01-29 05:00:00",68653.12
"2020-01-29 06:00:00",71014.13
"2020-01-29 07:00:00",75695.48
"2020-01-29 08:00:00",81214.47
"2020-01-29 09:00:00",83161.02
"2020-01-29 10:00:00",83033.1
"2020-01-29 11:00:00",82861.57
"2020-01-29 12:00:00",82658.33
"2020-01-29 13:00:00",81895.17
"2020-01-29 14:00:00",81226.99
"2020-01-29 15:00:00",80776.65
"2020-01-29 16:00:00",80360.24
"2020-01-29 17:00:00",80457.93
"2020-01-29 18:00:00",81850.04
"2020-01-29 19:00:00",84554.46
"2020-01-29 20:00:00",85172.77
"2020-01-29 21:00:00",83908.12
"2020-01-29 22:00:00",81963.27
"2020-01-29 23:00:00",78628.85
"2020-01-30 00:00:00",74668.38
"2020-01-30 01:00:00",71831.98
"2020-01-30 02:00:00",69914.32
"2020-01-30 03:00:00",68857.33
"2020-01-30 04:00:00",68648.36
"2020-01-30 05:00:00",69249.61
"2020-01-30 06:00:00",71476.69
"2020-01-30 07:00:00",76162.28
"2020-01-30 08:00:00",81992.28
"2020-01-30 09:00:00",83826.5
"2020-01-30 10:00:00",83585
"2020-01-30 11:00:00",83020.33
"2020-01-30 12:00:00",82471.97
"2020-01-30 13:00:00",81542.31
"2020-01-30 14:00:00",80473.89
"2020-01-30 15:00:00",79719.19
"2020-01-30 16:00:00",78942.35
"2020-01-30 17:00:00",79098.11
"2020-01-30 18:00:00",80289.68
"2020-01-30 19:00:00",82728.2
"2020-01-30 20:00:00",83648.73
"2020-01-30 21:00:00",82749.67
"2020-01-30 22:00:00",80908.13
"2020-01-30 23:00:00",77691.36
"2020-01-31 00:00:00",73720.87
